Ticker,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Price,Change,Change from Open,Gap,Volume
CTRA,0.34,0.78,0.0006,-0.0567,-0.042300000000000004,-0.1818,0.0989,46.71,24.5,0.0039000000000000003,1.05%,-0.0066,2027770.0
CTSH,0.97,1.77,0.0089,0.04769999999999999,0.0148,-0.1267,0.2433,55.91,79.31,-0.0074,0.49%,-0.0123,1067225.0
CTVA,0.74,1.35,0.048499999999999995,0.1017,0.1516,-0.0055000000000000005,0.38049999999999995,73.61,69.04,0.0066,0.92%,-0.0026,763710.0
CVE,0.95,0.5,0.0508,0.0554,-0.1124,-0.3593,0.3201,58.88,13.51,0.0139,2.70%,-0.0128,7134459.0
CVNA,3.63,14.92,0.10220000000000001,0.3196,0.43420000000000003,-0.018799999999999997,2.137,67.07,306.02,0.0125,2.86%,-0.015700000000000002,1344947.0
CVS,0.55,2.07,-0.0613,-0.086,0.0165,-0.16760000000000003,0.3857,37.61,60.36,0.0023,-0.43%,0.0066,3801449.0
CVX,0.8,3.15,-0.016,-0.0669,-0.0928,-0.19469999999999998,0.0304,41.04,136.06,0.005699999999999999,1.24%,-0.0067,3529033.0
CX,1.42,0.21,0.08990000000000001,0.19219999999999998,0.2016,-0.0745,0.46299999999999997,77.78,7.15,0.022000000000000002,3.83%,-0.015700000000000002,9781624.0
D,0.55,1.37,0.0192,0.0345,0.0066,-0.0933,0.1709,56.39,56.19,0.0095,0.34%,0.0060999999999999995,3094739.0
DAL,1.51,2.05,0.0163,0.0762,-0.09759999999999999,-0.3132,0.3836,53.02,48.06,-0.0091,2.08%,-0.029300000000000003,4236364.0
DASH,1.66,7.89,0.050199999999999995,0.092,0.2138,-0.0444,1.0709,60.58,205.68,0.0239,4.03%,-0.015700000000000002,1884873.0
DB,0.99,0.63,0.0018,0.0919,0.3936,-0.057999999999999996,0.9984999999999999,57.07,27.38,-0.038,0.81%,-0.045700000000000005,3064796.0
DD,1.05,2.0,0.0003,-0.0058,-0.1333,-0.2516,0.2535,49.92,67.4,-0.009000000000000001,0.94%,-0.0182,715217.0
DDOG,1.0,3.56,0.0378,0.1142,-0.06480000000000001,-0.3245,0.40740000000000004,61.15,114.89,-0.0067,1.13%,-0.0178,1346716.0
DE,1.11,12.96,0.0334,0.0764,0.16670000000000001,-0.0421,0.5029,60.57,511.3,-0.0084,0.07%,-0.0091,399799.0
DECK,1.09,6.8,-0.1524,-0.1134,-0.3514,-0.5443,0.08900000000000001,34.21,102.06,-0.1906,3.84%,-0.2205,14189846.0
DELL,1.0,3.95,0.0913,0.1857,0.013000000000000001,-0.3761,0.6923999999999999,70.17,112.11,0.0014000000000000002,2.22%,-0.0204,2248896.0
DEO,0.59,1.99,-0.0344,-0.0033,-0.0932,-0.23370000000000002,0.0859,40.56,109.37,-0.0134,0.97%,-0.0229,606276.0
DFS,1.14,7.22,0.0608,0.1607,0.2102,-0.0355,0.6678000000000001,65.08,200.05,0.0,0.00%,0.0,0.0
DG,0.27,2.88,0.0825,0.12369999999999999,0.2027,-0.304,0.529,66.88,101.57,0.009300000000000001,0.69%,0.0024,950896.0
DGX,0.49,3.81,-0.0292,-0.0014000000000000002,0.061399999999999996,-0.0518,0.25980000000000003,44.18,170.67,0.0062,0.36%,0.0025,482304.0
DHI,1.39,3.41,-0.0418,-0.0472,-0.22210000000000002,-0.40700000000000003,0.0731,40.19,118.51,-0.0033,0.46%,-0.0078000000000000005,1139291.0
DHR,0.78,6.63,-0.0478,-0.060599999999999994,-0.20379999999999998,-0.34409999999999996,0.0805,41.6,184.76,-0.014499999999999999,0.22%,-0.0166,1593771.0
DIS,1.53,2.76,0.064,0.1388,0.08810000000000001,-0.0717,0.3749,66.83,110.13,-0.009000000000000001,0.58%,-0.0148,3824034.0
DKNG,1.63,1.45,-0.011000000000000001,-0.0087,-0.08900000000000001,-0.34759999999999996,0.2191,46.69,34.97,0.003,2.00%,-0.0166,3407484.0
DKS,1.09,9.17,-0.10769999999999999,-0.11710000000000001,-0.2024,-0.33799999999999997,0.013000000000000001,36.64,168.53,-0.022400000000000003,0.53%,-0.0276,996940.0
DLR,0.97,3.61,0.016,0.0898,0.0253,-0.1479,0.2983,64.68,168.71,0.0046,0.72%,-0.0026,566830.0
DLTR,0.84,2.87,0.0366,0.1411,0.19210000000000002,-0.2731,0.46520000000000006,62.15,88.63,-0.0149,0.32%,-0.018000000000000002,1045660.0
DOC,1.03,0.42,-0.0363,-0.09609999999999999,-0.1844,-0.27399999999999997,0.0096,33.39,16.8,-0.0015,0.09%,-0.0024,2491547.0
DOCU,1.14,2.99,-0.0040999999999999995,0.0353,0.0916,-0.2094,0.7509999999999999,50.89,85.28,-0.014499999999999999,0.91%,-0.0233,619195.0
DOV,1.28,4.33,0.0001,0.0254,-0.0524,-0.20079999999999998,0.242,50.93,177.66,-0.012199999999999999,0.46%,-0.0167,471018.0
DOW,0.91,1.07,-0.0489,-0.0904,-0.3273,-0.5155,0.1285,38.3,28.28,-0.013600000000000001,0.60%,-0.0195,3891643.0
DRI,0.73,4.31,0.0027,0.0161,0.135,-0.0382,0.49939999999999996,51.61,203.72,-0.0008,0.57%,-0.0064,352971.0
DT,0.91,1.38,0.0641,0.1176,0.0202,-0.15130000000000002,0.3605,68.75,53.47,-0.0134,-0.10%,-0.0124,925441.0
DTE,0.47,2.78,0.0001,0.008,0.0728,-0.03,0.2562,51.76,136.18,0.0116,0.28%,0.0088,327425.0
DTM,0.8,2.79,0.025099999999999997,0.0605,0.11019999999999999,-0.0926,0.588,60.12,103.9,0.0177,2.17%,-0.0039000000000000003,218675.0
DUK,0.36,2.27,-0.019799999999999998,-0.0252,0.0111,-0.0728,0.1707,44.26,116.15,0.005,-0.49%,0.01,1179227.0
DUOL,0.98,20.29,0.065,0.3393,0.6025,-0.0433,2.5943,71.87,521.36,0.0069,1.77%,-0.0106,263884.0
DVN,1.08,1.12,-0.0275,-0.0451,-0.1534,-0.36700000000000005,0.1998,44.04,31.06,-0.0025,1.31%,-0.0154,3311010.0
DXCM,1.45,2.58,0.0348,0.1463,0.1182,-0.34850000000000003,0.47200000000000003,62.4,84.67,-0.0019,0.87%,-0.0105,828812.0
EA,0.73,3.38,-0.0191,0.0105,0.0134,-0.1264,0.2776,47.84,147.19,0.0038,0.22%,0.0016,949085.0
EBAY,1.27,1.82,0.0298,0.0696,0.1159,-0.0123,0.4022,63.24,72.05,-0.0014000000000000002,0.66%,-0.008,1905041.0
EBR,0.67,0.2,-0.026000000000000002,0.0001,0.0868,-0.061900000000000004,0.3471,47.15,7.34,-0.0007000000000000001,2.73%,-0.027200000000000002,818772.0
EC,0.94,0.28,0.024700000000000003,-0.061,-0.0458,-0.3232,0.18170000000000003,47.77,8.52,0.0059,1.43%,-0.0083,773912.0
ECL,1.04,4.71,0.022799999999999997,0.048799999999999996,0.0449,-0.049,0.1779,61.86,260.27,0.0023,0.40%,-0.0016,275800.0
ED,0.26,2.35,-0.0301,-0.0424,0.0269,-0.0973,0.188,42.34,103.69,0.0026,-0.66%,0.009300000000000001,599387.0
EFX,1.65,8.37,-0.0165,0.063,-0.0067,-0.1505,0.3153,51.66,263.04,-0.0014000000000000002,1.03%,-0.0116,221066.0
EIX,0.79,1.45,0.0017000000000000001,-0.0073,-0.2022,-0.3629,0.1528,49.09,56.56,0.006,0.33%,0.0027,583830.0
EL,1.1,2.51,0.02,0.0333,-0.16149999999999998,-0.5168,0.30879999999999996,53.39,63.31,-0.0173,0.31%,-0.0203,1277415.0
ELS,0.76,1.35,-0.0116,-0.0265,-0.0697,-0.17170000000000002,0.0771,44.86,63.4,0.0002,-0.30%,0.0032,406447.0
ELV,0.63,15.2,-0.078,-0.1137,-0.1474,-0.3447,0.039900000000000005,36.62,371.72,-0.0333,-3.50%,0.0018,1411109.0
EMR,1.26,3.22,0.0366,0.0817,0.0226,-0.127,0.3072,60.98,117.72,0.0032,2.41%,-0.020499999999999997,1498345.0
ENB,0.74,0.87,0.0021,0.0246,0.077,-0.0256,0.3259,55.57,45.88,0.015600000000000001,1.47%,0.0009,1196806.0
ENTG,1.28,4.2,-0.08449999999999999,-0.1066,-0.2762,-0.5122,0.18489999999999998,39.59,71.99,-0.016200000000000003,2.37%,-0.039,1259318.0
EOG,0.76,3.13,-0.0172,-0.0462,-0.115,-0.2025,0.07490000000000001,42.65,110.2,-0.0053,0.81%,-0.0134,1006007.0
EPD,0.65,0.63,0.004,-0.013500000000000002,0.0014000000000000002,-0.0962,0.1436,48.45,31.3,-0.0029,0.61%,-0.0089,1097603.0
EQH,1.14,1.58,0.0042,0.0279,0.0907,-0.0709,0.42700000000000005,52.52,52.03,-0.0019,2.28%,-0.0242,414840.0
EQNR,0.55,0.57,0.025099999999999997,-0.0044,-0.008199999999999999,-0.15410000000000001,0.1107,54.6,23.77,0.011699999999999999,1.30%,-0.0013,1226078.0
EQR,0.92,1.54,-0.0353,-0.0217,-0.057999999999999996,-0.1388,0.13849999999999998,41.15,67.64,-0.0097,-0.50%,-0.004699999999999999,533242.0
EQT,0.65,1.7,0.0319,0.0679,0.248,-0.027200000000000002,0.8591,60.86,55.81,0.0022,1.02%,-0.0079,2612302.0
ERIC,0.98,0.18,0.0285,0.0726,0.09140000000000001,-0.0361,0.5052,61.02,8.67,-0.011399999999999999,0.93%,-0.020499999999999997,19746824.0
ES,0.64,1.6,0.022799999999999997,0.0481,0.018799999999999997,-0.0858,0.20679999999999998,56.91,63.09,0.0005,-0.39%,0.0044,536694.0
ET,0.75,0.49,0.032799999999999996,0.0195,0.005,-0.1653,0.22640000000000002,55.18,17.91,0.0014000000000000002,0.93%,-0.0078000000000000005,3909025.0
ETN,1.15,9.31,0.0288,0.1005,0.0079,-0.1539,0.38670000000000004,62.39,321.5,0.0013,2.00%,-0.0183,723680.0
ETR,0.58,1.9,-0.0069,-0.009000000000000001,0.096,-0.0676,0.5828,48.47,82.41,0.0139,0.45%,0.009399999999999999,591499.0
EVRG,0.48,1.29,-0.0239,-0.0248,0.0325,-0.0667,0.26039999999999996,43.26,65.66,-0.0039000000000000003,-0.07%,-0.0032,574358.0
EW,1.11,1.65,-0.0127,0.027200000000000002,0.0587,-0.2148,0.2691,49.84,74.79,0.0,-0.01%,0.0001,1947234.0
EWBC,0.92,2.76,-0.0025,0.0506,-0.0104,-0.20550000000000002,0.3261,52.76,90.54,-0.0045000000000000005,2.01%,-0.0241,152957.0
EXAS,0.97,2.24,0.0723,0.19010000000000002,0.011200000000000002,-0.22,0.42119999999999996,68.92,56.81,0.0058,1.84%,-0.0124,1130641.0
EXC,0.38,0.96,-0.0326,-0.0383,0.0613,-0.0969,0.2777,40.43,43.45,0.0007000000000000001,-1.03%,0.0111,3368737.0
EXE,0.47,2.84,0.043899999999999995,0.0707,0.2127,-0.0075,0.6723,65.31,115.59,0.0105,0.85%,0.002,564378.0
EXEL,0.28,1.71,0.0519,0.1199,0.2763,-0.1288,1.1132,59.47,42.56,-0.006999999999999999,-0.54%,-0.0016,1001935.0
EXPD,1.08,3.05,0.0022,-0.0005,-0.0384,-0.1441,0.121,49.6,112.63,-0.009300000000000001,1.17%,-0.0208,467086.0
EXPE,1.59,6.59,-0.0233,-0.0105,-0.0371,-0.23199999999999998,0.4876,46.37,159.55,-0.0073,1.82%,-0.025099999999999997,700624.0
EXR,1.12,3.51,-0.013600000000000001,0.0105,-0.081,-0.21289999999999998,0.20199999999999999,48.15,145.48,0.0048,0.24%,0.0024,166273.0
F,1.51,0.27,-0.005,0.0346,0.0196,-0.2908,0.228,52.04,10.36,-0.0072,0.44%,-0.0115,52563119.0
FANG,1.06,4.9,-0.011399999999999999,-0.0378,-0.1807,-0.3616,0.1925,46.22,135.94,-0.0026,1.21%,-0.014499999999999999,741482.0
FAST,0.98,0.89,0.011000000000000001,0.0352,0.0812,-0.0371,0.332,55.31,40.87,0.0037,1.05%,-0.0068000000000000005,1633572.0
FCX,1.65,1.4,0.022099999999999998,0.0493,-0.050499999999999996,-0.2762,0.4033,56.66,38.73,0.0273,3.45%,-0.0069,8676620.0
FDX,1.38,6.38,-0.014199999999999999,-0.026600000000000002,-0.17309999999999998,-0.3089,0.1164,45.35,216.9,-0.0087,1.16%,-0.020099999999999996,622614.0
FE,0.38,0.74,-0.0139,0.0174,0.0092,-0.0684,0.11470000000000001,48.73,41.89,-0.0023,-1.29%,0.010700000000000001,1476406.0
FERG,1.05,4.05,0.0192,0.06559999999999999,-0.0403,-0.2094,0.2217,57.94,178.37,-0.0052,1.07%,-0.015700000000000002,663013.0
FHN,0.62,0.58,0.024700000000000003,0.0637,0.0605,-0.1174,0.4056,58.09,19.81,0.0023,3.26%,-0.0294,2342260.0
FI,0.92,6.94,-0.10279999999999999,-0.19649999999999998,-0.20440000000000003,-0.3336,0.0872,31.63,159.0,-0.014499999999999999,-0.43%,-0.0103,3533836.0
FIS,1.08,1.91,-0.0014000000000000002,0.0365,-0.0215,-0.1485,0.1776,52.55,78.32,-0.0002,0.65%,-0.0066,632832.0
FITB,0.91,0.93,-0.0123,0.0022,-0.1093,-0.2408,0.1552,47.07,37.26,-0.0068000000000000005,1.46%,-0.021099999999999997,1398040.0
FLEX,1.02,1.44,0.056100000000000004,0.1698,0.1393,-0.0851,0.6431999999999999,66.19,41.26,-0.0043,1.50%,-0.0191,1080580.0
FLUT,1.15,7.44,-0.0066,0.0263,-0.0096,-0.1938,0.3885,50.71,241.63,0.014499999999999999,2.91%,-0.0141,514391.0
FNF,1.07,1.55,-0.09539999999999998,-0.1234,-0.09910000000000001,-0.1905,0.1303,29.76,54.01,0.0073,1.20%,-0.004699999999999999,432424.0
FNV,0.43,4.51,0.020099999999999996,0.0416,0.2378,-0.057800000000000004,0.49439999999999995,56.61,168.41,0.026699999999999998,1.11%,0.0154,268821.0
FOX,0.57,1.28,0.0342,0.0451,0.1291,-0.0862,0.6598,57.32,50.26,-0.0049,0.66%,-0.0115,315264.0
FOXA,0.52,1.37,0.043899999999999995,0.0552,0.1478,-0.068,0.6762,59.6,54.74,-0.0043,0.27%,-0.0069,1218442.0
FSLR,1.51,10.9,0.0596,0.1636,-0.11019999999999999,-0.4754,0.38049999999999995,55.15,160.92,0.0292,4.48%,-0.015,2236915.0
FTAI,1.63,6.59,0.0331,0.0754,-0.0898,-0.3729,0.5175,53.99,113.9,0.0086,3.58%,-0.0263,400964.0
FTI,1.06,0.99,-0.0098,0.0373,0.044500000000000005,-0.11380000000000001,0.34049999999999997,51.69,29.64,0.0029,2.61%,-0.0227,1055475.0
FTNT,1.09,3.3,-0.0070999999999999995,0.0365,0.1189,-0.10279999999999999,0.8879,51.81,103.02,-0.0058,0.71%,-0.0128,1712618.0
FTV,1.12,1.73,-0.0045000000000000005,-0.0007000000000000001,-0.0626,-0.1602,0.15869999999999998,48.44,69.97,-0.0026,1.48%,-0.0171,1093726.0
FUTU,0.61,5.48,0.0774,0.1332,0.2432,-0.1446,1.2122,63.74,111.95,0.0046,3.27%,-0.0273,787304.0
FWONK,0.83,2.52,0.0352,0.098,0.12539999999999998,-0.0492,0.38380000000000003,69.43,97.29,0.0009,1.37%,-0.0127,215538.0
GAP,2.3,1.1,0.1598,0.3147,0.2818,-0.0652,0.6919,76.7,28.75,-0.005,0.37%,-0.0087,4724722.0
GD,0.47,5.24,0.0013,0.0138,-0.0131,-0.133,0.1487,51.18,274.77,-0.008199999999999999,0.01%,-0.008199999999999999,309555.0
GDDY,1.09,4.5,-0.0098,0.0226,0.022099999999999998,-0.1482,0.3556,50.61,183.99,0.0001,0.67%,-0.006500000000000001,293377.0
GE,1.37,5.4,0.0689,0.14859999999999998,0.2429,-0.0173,0.5526,73.42,233.21,0.0127,1.91%,-0.0062,2190212.0
GEHC,1.31,2.43,-0.0241,-0.035,-0.1643,-0.2743,0.1934,44.98,68.8,-0.0092,0.53%,-0.0144,1033761.0
GEN,0.99,0.71,0.006,0.0443,0.0115,-0.1283,0.2159,53.85,27.65,-0.004,1.06%,-0.0144,1890164.0
GEV,1.47,16.46,0.1265,0.3038,0.489,0.0069,2.1191999999999998,79.34,467.91,0.019799999999999998,1.94%,0.0004,2070151.0
GFI,0.57,0.94,0.0611,0.0525,0.3272,-0.0942,0.7807999999999999,58.13,23.11,0.048799999999999996,0.50%,0.0436,1708282.0
GFL,1.04,1.32,-0.011399999999999999,0.0139,0.1027,-0.056299999999999996,0.6053999999999999,50.17,49.07,0.005699999999999999,1.76%,-0.011699999999999999,289793.0
GFS,1.54,1.35,-0.018600000000000002,0.009899999999999999,-0.0965,-0.41200000000000003,0.2242,47.34,36.44,-0.0276,0.29%,-0.0304,486337.0
GILD,0.3,3.28,0.0405,0.0151,0.13369999999999999,-0.1056,0.7284999999999999,55.56,107.29,0.0051,1.36%,-0.0083,2318146.0
GIS,0.02,1.15,-0.0282,-0.0672,-0.16829999999999998,-0.29969999999999997,0.014499999999999999,35.9,53.15,-0.0036,-0.67%,0.0032,1882877.0
GLPI,0.75,0.87,-0.014199999999999999,-0.044800000000000006,-0.06559999999999999,-0.1208,0.0789,41.0,46.21,0.0038,0.38%,0.0,402556.0
GLW,1.09,1.23,0.0443,0.0729,0.0444,-0.1249,0.3678,65.86,48.42,-0.0027,1.19%,-0.0144,1556679.0
GM,1.34,1.3,0.0189,0.0345,-0.0072,-0.20170000000000002,0.2548,55.56,48.89,-0.008,1.07%,-0.018500000000000003,2331895.0
GMAB,0.97,0.6,0.018000000000000002,0.0432,-0.0647,-0.3086,0.20190000000000002,55.47,20.72,-0.015,0.95%,-0.024300000000000002,583938.0
GME,-0.63,1.26,0.1535,0.2384,0.2771,-0.32659999999999995,0.8262999999999999,73.4,32.33,0.0475,5.64%,-0.0084,20888587.0
GOOG,1.02,5.57,0.0444,0.060700000000000004,-0.009399999999999999,-0.18059999999999998,0.19870000000000002,59.6,171.0,-0.005699999999999999,0.40%,-0.0097,13801815.0
GOOGL,1.01,5.61,0.0467,0.06559999999999999,-0.0070999999999999995,-0.1801,0.20809999999999998,60.0,169.77,-0.0064,0.47%,-0.0111,21005263.0
GPC,0.78,2.92,0.0361,0.0604,0.0101,-0.1542,0.2134,59.68,126.21,-0.0054,1.02%,-0.0154,305419.0
GPN,0.94,2.63,-0.057999999999999996,-0.1193,-0.2706,-0.37939999999999996,0.1295,34.89,74.47,-0.0165,0.39%,-0.0203,638884.0
GRAB,0.86,0.2,0.0109,0.0895,0.1411,-0.1282,0.6734,56.5,4.99,0.0054,2.61%,-0.0202,8535236.0
GRMN,0.99,5.45,0.021400000000000002,0.009899999999999999,0.0155,-0.18460000000000001,0.26899999999999996,53.58,200.99,-0.0029,1.74%,-0.02,238367.0
GS,1.32,16.61,0.034,0.0909,0.0783,-0.10710000000000001,0.37229999999999996,61.13,600.2,0.0033,2.60%,-0.022099999999999998,854984.0
GSK,0.51,0.81,0.023,0.0336,0.0345,-0.1512,0.225,59.02,38.85,-0.0018,0.28%,-0.0046,1869367.0
H,1.41,4.18,0.0127,0.0638,-0.10679999999999999,-0.23920000000000002,0.2494,54.27,127.97,0.0034000000000000002,2.52%,-0.0213,186843.0
HAL,1.16,0.78,-0.026699999999999998,-0.0967,-0.26280000000000003,-0.4647,0.0604,40.22,19.85,-0.0055000000000000005,2.11%,-0.026099999999999998,4090222.0
HBAN,0.94,0.41,0.0006,0.0496,-0.0129,-0.1664,0.2904,53.2,15.38,-0.0036,1.96%,-0.0227,15665512.0
HCA,1.5,9.48,0.0363,0.0872,0.08,-0.0978,0.2978,62.39,376.33,-0.0008,0.47%,-0.0055000000000000005,448929.0
HD,1.02,8.16,-0.0103,0.0096,-0.0601,-0.1722,0.1234,46.96,363.73,-0.0066,0.37%,-0.0102,1160785.0
HDB,0.63,1.44,0.0191,0.0697,0.157,-0.018600000000000002,0.3448,60.43,73.97,0.0171,2.05%,-0.0033,847725.0
HES,0.63,3.17,-0.0086,-0.0567,-0.061799999999999994,-0.1909,0.056799999999999996,43.95,130.82,0.0062,1.77%,-0.0113,710117.0
HIG,0.71,2.41,0.0149,0.056299999999999996,0.1085,-0.023399999999999997,0.31420000000000003,60.11,129.0,-0.0004,0.51%,-0.0054,685173.0
HIMS,2.02,5.03,0.0741,0.42310000000000003,0.8354,-0.254,3.0416000000000003,58.07,54.44,0.0172,1.87%,-0.0015,17490185.0
HLN,0.28,0.2,0.0454,0.0791,0.1161,-0.0001,0.3522,66.25,11.15,0.008,0.26%,0.0054,14056962.0
HLT,1.25,6.11,0.0077,0.0683,0.0318,-0.1084,0.2588,55.68,245.37,-0.0051,0.93%,-0.0143,445307.0
HMC,0.53,0.6,-0.0209,0.011000000000000001,0.009899999999999999,-0.1334,0.2572,48.7,29.43,-0.003,0.17%,-0.004699999999999999,186573.0
HOLX,0.51,1.54,-0.0351,-0.0736,-0.24100000000000002,-0.3616,0.0414,38.96,54.05,-0.0079,0.02%,-0.008100000000000001,653729.0
HON,1.07,4.32,0.026600000000000002,0.06570000000000001,0.0429,-0.0842,0.2396,61.2,222.34,-0.0058,0.69%,-0.0126,1187766.0
HOOD,2.23,3.32,0.1352,0.3328,0.6838,-0.046900000000000004,3.5614999999999997,70.07,63.77,-0.0154,1.42%,-0.0292,19103686.0
HPE,1.34,0.57,0.0152,0.0886,-0.0974,-0.2954,0.4521,56.95,17.37,-0.01,1.37%,-0.023399999999999997,4782831.0
HPQ,1.38,0.8,0.024300000000000002,0.0541,-0.1414,-0.2987,0.3157,55.82,27.91,-0.0208,0.97%,-0.0302,3923281.0
HRL,0.32,0.59,-0.006,-0.0178,-0.0436,-0.16870000000000002,0.0645,45.52,29.37,-0.0027,-0.27%,0.0,1123402.0
HSBC,0.56,0.99,0.0277,0.0621,0.1867,-0.040999999999999995,0.5055,63.56,59.34,-0.0012,1.09%,-0.012,1046647.0
HST,1.33,0.44,-0.011399999999999999,0.020099999999999996,-0.1109,-0.23579999999999998,0.20420000000000002,48.73,14.72,-0.0078000000000000005,1.76%,-0.024900000000000002,3096096.0
HSY,0.28,4.28,-0.054900000000000004,-0.0675,-0.1206,-0.25989999999999996,0.09880000000000001,36.14,153.97,0.0007000000000000001,-0.73%,0.008100000000000001,910100.0
HTHT,0.47,1.22,0.0066,0.0173,0.061399999999999996,-0.1515,0.34909999999999997,52.51,36.47,0.0287,3.01%,-0.0014000000000000002,1044851.0
HUM,0.44,11.09,-0.0895,-0.1363,-0.1986,-0.4465,0.059000000000000004,36.63,224.98,-0.0095,-1.16%,0.0021,854954.0
HWM,1.42,4.55,0.060899999999999996,0.19,0.39990000000000003,-0.0066,1.1527,74.5,165.4,0.0146,2.36%,-0.0088,699465.0
IBKR,1.24,6.51,0.0839,0.17600000000000002,0.2146,-0.1215,1.004,68.85,207.8,0.0052,2.78%,-0.022000000000000002,324147.0
IBM,0.64,6.12,0.022000000000000002,0.0533,0.1268,-0.0369,0.5859000000000001,56.88,259.34,0.0038,0.56%,-0.0019,1518050.0
IBN,0.63,0.56,0.0208,0.062400000000000004,0.14029999999999998,0.0015,0.3686,62.09,34.38,0.0179,1.58%,0.0021,3137565.0
ICE,1.12,3.45,0.0165,0.0447,0.08990000000000001,-0.0172,0.3382,60.85,176.36,0.013500000000000002,1.65%,-0.0029,1127833.0
ICLR,1.17,6.0,-0.066,-0.1572,-0.41340000000000005,-0.6315999999999999,0.022000000000000002,35.18,128.11,0.0088,2.41%,-0.0149,542998.0
IFF,1.08,1.94,-0.022099999999999998,-0.0149,-0.1519,-0.298,0.1383,45.86,74.96,-0.0101,-0.01%,-0.01,437314.0
ILMN,1.33,3.34,0.0096,0.0123,-0.3182,-0.4902,0.16260000000000002,50.57,79.87,-0.0083,1.68%,-0.024700000000000003,747781.0
INCY,0.68,1.85,0.0375,0.0576,-0.045899999999999996,-0.2346,0.1997,60.52,64.26,-0.0039000000000000003,0.97%,-0.013500000000000002,364878.0
INFY,0.98,0.39,0.0104,0.0225,-0.1344,-0.2309,0.1489,53.45,18.17,0.0075,1.25%,-0.005,5636655.0
ING,1.17,0.37,0.026699999999999998,0.07200000000000001,0.2051,-0.0287,0.41609999999999997,62.06,21.14,-0.013300000000000001,0.88%,-0.0219,1628058.0
INSM,0.8,2.66,-0.0128,-0.0516,-0.0779,-0.2046,2.081,46.54,67.54,0.0208,2.26%,-0.0018,701103.0
INTC,1.14,0.85,-0.037000000000000005,-0.0603,-0.0695,-0.45840000000000003,0.1393,43.32,20.12,-0.0207,-0.17%,-0.019,42474275.0
INTU,1.24,18.14,0.1056,0.16469999999999999,0.1545,0.0074,0.3518,76.12,720.05,0.081,0.01%,0.081,3977902.0
INVH,0.82,0.68,-0.0384,-0.0252,-0.02,-0.12869999999999998,0.12140000000000001,39.97,32.94,-0.005,-0.50%,0.0,815280.0
IONQ,2.64,3.65,0.4432,0.7064,0.9229999999999999,-0.1321,6.6377,80.33,47.51,0.0375,12.82%,-0.08039999999999999,41920524.0
IOT,1.74,1.65,0.0479,0.1373,0.0078000000000000005,-0.2565,0.6957,61.66,46.02,-0.0026,1.90%,-0.0212,651227.0
IP,1.02,1.66,0.011399999999999999,-0.0218,-0.0759,-0.20920000000000002,0.1502,48.76,47.73,-0.0184,0.77%,-0.0259,999648.0
IQV,1.3,5.89,-0.07440000000000001,-0.1341,-0.31739999999999996,-0.46020000000000005,0.008199999999999999,36.64,136.51,-0.0111,0.40%,-0.0151,933497.0
IR,1.45,2.08,0.0113,0.038,-0.10279999999999999,-0.239,0.2298,53.81,80.69,-0.0063,1.41%,-0.020099999999999996,1931453.0
IRM,1.1,2.59,0.0012,0.0767,-0.0843,-0.2614,0.3299,55.78,96.19,0.0040999999999999995,0.65%,-0.0024,361076.0
ISRG,1.68,14.19,-0.0007000000000000001,0.057999999999999996,0.0364,-0.1216,0.36590000000000006,53.59,541.09,-0.0029,1.06%,-0.0134,529558.0
ITUB,0.76,0.17,0.0292,0.11599999999999999,0.2148,-0.030699999999999998,0.5205,64.87,6.64,0.0045000000000000005,3.43%,-0.0287,28453759.0
